Sales_Order,Opportunity_ID,Opportunity_Name,Stage,Amount,Close_Date,Probability,Sales_Person,Sales_Person_Email,Company_Name,Company_Industry,Contact_Name,Contact_Title,Contact_Email,Contact_Phone,Created_Date,Last_Modified_Date,Next_Step,Description,Type,Lead_Source,State,Zip_Code,Payment_Terms
6588,OPP-2024-0093,Western Financial Services CRM,Proposal/Price Quote,275000,10/5/2024,65,Michael Chang,mchang@company.com,Western Financial Services,Financial Services,Thomas Davis,Client Relations Director,tdavis@westernfinancial.com,555-345-9012,6/10/2024,6/22/2024,Cost Analysis,Customer relationship management system for financial advisors,New Business,Industry Event,UT,14847,2% 10 Net 30
6589,OPP-2024-0022,Elite Sports Performance Analytics,Decision Makers,145000,6/25/2024,70,Sarah Johnson,sjohnson@company.com,Elite Sports Academy,Sports,Marcus Johnson,Performance Director,mjohnson@elitesports.org,555-234-8901,4/10/2024,5/15/2024,Executive Demo,Athletic performance analytics platform for training optimization,New Business,Trade Show,KS,41363,1% 15 Net 30
6590,OPP-2024-0018,Sunshine Resorts Property Management System,Value Proposition,175000,7/5/2024,45,Michael Chang,mchang@company.com,Sunshine Resorts & Spa,Hospitality,Kevin Wong,Property Manager,kwong@sunshineresorts.com,555-890-4567,4/30/2024,5/13/2024,Demo Preparation,Integrated property management system for 8 resort locations,New Business,Partner Referral,RI,90638,Net 45
6591,OPP-2024-0075,Advanced Materials Quality Control,Negotiation/Review,235000,8/25/2024,80,David Martinez,dmartinez@company.com,Advanced Materials Inc.,Manufacturing,Jason Park,Quality Director,jpark@advancedmaterials.com,555-567-1234,6/5/2024,5/28/2024,Contract Review,Quality control system for specialized manufacturing,New Business,Trade Show,FL,28336,Net 45
6592,OPP-2024-0083,Midtown School District LMS,Proposal/Price Quote,325000,9/25/2024,60,Michael Chang,mchang@company.com,Midtown School District,Education,Thomas Wilson,Technology Director,twilson@midtownschools.org,555-345-9012,5/30/2024,6/10/2024,Budget Committee,Learning management system for K-12 education,New Business,Education Conference,CO,96587,Net 60
6593,OPP-2024-0072,Riverside Healthcare Analytics,Decision Makers,195000,8/25/2024,70,Sarah Johnson,sjohnson@company.com,Riverside Healthcare System,Healthcare,Robert Chen,Analytics Director,rchen@riversidehealthcare.org,555-234-8901,5/25/2024,5/30/2024,Stakeholder Presentation,Healthcare analytics platform for patient outcome improvement,New Business,Healthcare Conference,MA,76604,Net 60
6594,OPP-2024-0065,Regional Bank Fraud Detection,Negotiation/Review,285000,8/15/2024,90,David Martinez,dmartinez@company.com,Regional Banking Corporation,Financial Services,Elizabeth Wilson,Security Officer,ewilson@regionalbank.com,555-567-1234,5/20/2024,5/25/2024,Final Review,Fraud detection system with AI capabilities,New Business,Webinar,WI,95691,Net 30
6595,OPP-2024-0045,Summit Manufacturing Automation,Negotiation/Review,325000,7/20/2024,85,David Martinez,dmartinez@company.com,Summit Manufacturing Inc.,Manufacturing,Richard Lee,Production Director,rlee@summitmanufacturing.com,555-567-1234,4/25/2024,5/15/2024,Contract Details,Factory automation system for production line,New Business,Trade Show,VT,81631,Net 45
6596,OPP-2024-0040,Blue Sky Airlines Maintenance System,Needs Analysis,355000,9/10/2024,30,David Martinez,dmartinez@company.com,Blue Sky Airlines,Aviation,Laura Martinez,Maintenance Director,lmartinez@blueskyair.com,555-012-6789,5/10/2024,5/15/2024,Requirements Workshop,Aircraft maintenance tracking and scheduling system,New Business,Industry Event,IA,97839,Net 60
6597,OPP-2024-0060,Sunrise Energy Monitoring Platform,Needs Analysis,235000,9/30/2024,30,David Martinez,dmartinez@company.com,Sunrise Energy Corporation,Energy,William Chen,Facilities Manager,wchen@sunriseenergy.com,555-012-6789,5/20/2024,5/24/2024,Technical Assessment,Energy monitoring and optimization system for corporate campus,New Business,Partner ReferralOpportunity_ID,DE,57201,Net 45
6598,OPP-2024-0027,Dynamic Marketing Agency CRM Implementation,Value Proposition,115000,8/18/2024,40,Sarah Johnson,sjohnson@company.com,Dynamic Marketing Group,Marketing,Julia Martinez,Account Director,jmartinez@dynamicmarketing.com,555-789-3456,5/8/2024,5/15/2024,Needs Analysis,Custom CRM implementation with marketing automation integration,New Business,Webinar,SC,40176,Net 60
6599,OPP-2024-0017,Metropolitan University IT Support Contract,Qualification,320000,9/15/2024,35,Sarah Johnson,sjohnson@company.com,Metropolitan University,Education,Jennifer Adams,IT Director,jadams@metrouniversity.edu,555-789-3456,5/7/2024,5/14/2024,Campus Visit,3-year IT support contract for main and satellite campuses,New Business,Referral,NE,64696,Net 60
6600,OPP-2024-0015,Fresh Harvest Inventory Management,Decision Makers,135000,6/10/2024,75,David Martinez,dmartinez@company.com,Fresh Harvest Foods,Food & Beverage,Elizabeth Brown,Inventory Manager,ebrown@freshharvestfoods.com,555-567-1234,4/20/2024,5/12/2024,Final Presentation,Real-time inventory management system for perishable goods,New Business,Industry Event,IN,60947,2% 10 Net 30
6601,OPP-2024-0001,Enterprise Security Solution Implementation,Needs Analysis,125000,5/20/2024,30,Alex Rodriguez,arodriguez@company.com,Pinnacle Technologies,Technology,Martin Chen,IT Director,mchen@pinnacle-tech.com,555-123-4567,5/5/2024,5/10/2024,Technical Demo,Enterprise-wide security implementation for all 8 office locations,New Business,Trade Show,NJ,84641,1% 15 Net 30
6602,OPP-2024-0083,Midtown School District LMS,Proposal/Price Quote,325000,9/25/2024,60,Michael Chang,mchang@company.com,Midtown School District,Education,Thomas Wilson,Technology Director,twilson@midtownschools.org,555-345-9012,5/30/2024,6/10/2024,Budget Committee,Learning management system for K-12 education,New Business,Education Conference,CO,96587,Net 60
6603,OPP-2024-0038,Deluxe Hotel Group Guest WiFi,Qualification,85000,9/25/2024,25,Michael Chang,mchang@company.com,Deluxe Hotel Group,Hospitality,James Chen,IT Manager,jchen@deluxehotels.com,555-890-4567,5/20/2024,5/22/2024,Technical Evaluation,High-speed guest WiFi solution for 6 hotel properties,New Business,Partner Referral,AR,16922,Net 45
6604,OPP-2024-0040,Blue Sky Airlines Maintenance System,Needs Analysis,355000,9/10/2024,30,David Martinez,dmartinez@company.com,Blue Sky Airlines,Aviation,Laura Martinez,Maintenance Director,lmartinez@blueskyair.com,555-012-6789,5/10/2024,5/15/2024,Requirements Workshop,Aircraft maintenance tracking and scheduling system,New Business,Industry Event,IA,97839,Net 60
6605,OPP-2024-0092,Mountain State Government Portal,Decision Makers,315000,9/20/2024,70,Sarah Johnson,sjohnson@company.com,Mountain State Government,Government,Elizabeth Wilson,IT Director,ewilson@mountainstate.gov,555-234-8901,6/15/2024,6/20/2024,Executive Briefing,Citizen portal with online services and payments,New Business,RFP,MT,68222,Net 60
6606,OPP-2024-0047,University Research Database,Value Proposition,165000,10/5/2024,40,Sarah Johnson,sjohnson@company.com,University Research Foundation,Education,William Chen,Research Director,wchen@universityresearch.edu,555-789-3456,5/15/2024,5/18/2024,Capability Demo,Research database with collaboration tools for multi-institution projects,New Business,Conference,NY,52791,Net 60
6607,OPP-2024-0020,Premier Auto Dealer Management System,Needs Analysis,225000,8/5/2024,30,David Martinez,dmartinez@company.com,Premier Auto Group,Automotive,Jason Williams,General Manager,jwilliams@premierauto.com,555-012-6789,5/1/2024,5/14/2024,Requirements Gathering,Comprehensive dealer management system for new and used vehicle sales,New Business,Industry Event,CT,77321,2% 10 Net 30
6608,OPP-2024-0062,Westside Medical Group Patient Portal,Decision Makers,175000,8/10/2024,75,Sarah Johnson,sjohnson@company.com,Westside Medical Group,Healthcare,David Thompson,IT Manager,dthompson@westsidemedical.org,555-234-8901,5/15/2024,5/20/2024,Executive Review,Patient portal with appointment scheduling and secure messaging,New Business,Healthcare Conference,AR,24776,Net 45
6609,OPP-2024-0015,Fresh Harvest Inventory Management,Decision Makers,135000,6/10/2024,75,David Martinez,dmartinez@company.com,Fresh Harvest Foods,Food & Beverage,Elizabeth Brown,Inventory Manager,ebrown@freshharvestfoods.com,555-567-1234,4/20/2024,5/12/2024,Final Presentation,Real-time inventory management system for perishable goods,New Business,Industry Event,IN,60947,2% 10 Net 30
6610,OPP-2024-0020,Premier Auto Dealer Management System,Needs Analysis,225000,8/5/2024,30,David Martinez,dmartinez@company.com,Premier Auto Group,Automotive,Jason Williams,General Manager,jwilliams@premierauto.com,555-012-6789,5/1/2024,5/14/2024,Requirements Gathering,Comprehensive dealer management system for new and used vehicle sales,New Business,Industry Event,CT,77321,2% 10 Net 30
6611,OPP-2024-0086,City Transportation Management,Perception Analysis,285000,12/25/2024,25,Alex Rodriguez,arodriguez@company.com,City Transportation Department,Government,Sarah Davis,Transportation Director,sdavis@citytransportation.gov,555-678-2345,6/5/2024,6/10/2024,Discovery Phase,Transportation management system for urban transit,New Business,RFP,AL,75114,Net 60
6612,OPP-2024-0090,Grand Hotel Group Property Management,Needs Analysis,295000,11/20/2024,30,David Martinez,dmartinez@company.com,Grand Hotel Group,Hospitality,Sarah Brown,Operations Director,sbrown@grandhotelgroup.com,555-012-6789,6/15/2024,6/18/2024,Site Assessment,Property management system for luxury hotel chain,New Business,Industry EventOPP-2024-0071,VA,96717,1% 15 Net 30
6613,OPP-2024-0015,Fresh Harvest Inventory Management,Decision Makers,135000,6/10/2024,75,David Martinez,dmartinez@company.com,Fresh Harvest Foods,Food & Beverage,Elizabeth Brown,Inventory Manager,ebrown@freshharvestfoods.com,555-567-1234,4/20/2024,5/12/2024,Final Presentation,Real-time inventory management system for perishable goods,New Business,Industry Event,IN,60947,2% 10 Net 30
6614,OPP-2024-0033,Metro Transit Authority Ticketing System,Proposal/Price Quote,350000,8/12/2024,65,Michael Chang,mchang@company.com,Metro Transit Authority,Transportation,Susan Williams,Ticketing Director,swilliams@metrotransit.gov,555-345-9012,4/20/2024,5/15/2024,Cost Analysis,Mobile ticketing system with contactless payment capabilities,New Business,RFP,OH,80905,Net 45
6615,OPP-2024-0040,Blue Sky Airlines Maintenance System,Needs Analysis,355000,9/10/2024,30,David Martinez,dmartinez@company.com,Blue Sky Airlines,Aviation,Laura Martinez,Maintenance Director,lmartinez@blueskyair.com,555-012-6789,5/10/2024,5/15/2024,Requirements Workshop,Aircraft maintenance tracking and scheduling system,New Business,Industry Event,IA,97839,Net 60
6616,OPP-2024-0043,Silver State Government Records System,Proposal/Price Quote,385000,8/30/2024,60,Michael Chang,mchang@company.com,Silver State Government,Government,Andrew Wilson,Records Manager,awilson@silverstate.gov,555-345-9012,4/15/2024,5/18/2024,Budget Approval,Electronic records management system with compliance features,New Business,RFP,ME,90519,Net 60
6617,OPP-2024-0097,Northern Community College IT Services,Value Proposition,195000,11/25/2024,45,Sarah Johnson,sjohnson@company.com,Northern Community College,Education,Michael Wilson,IT Director,mwilson@northerncc.edu,555-789-3456,6/20/2024,6/25/2024,Campus Evaluation,Managed IT services for multi-campus college,New Business,Education Conference,VT,73236,Net 60
6618,OPP-2024-0067,Mountain Resort Property Management,Value Proposition,135000,10/25/2024,40,Sarah Johnson,sjohnson@company.com,Mountain Resort Properties,Hospitality,Rebecca Martinez,Operations Director,rmartinez@mountainresort.com,555-789-3456,5/22/2024,5/25/2024,Demo Session,Property management system for mountain resort properties,New Business,Trade Show,MT,84949,2% 10 Net 30
6619,OPP-2024-0017,Metropolitan University IT Support Contract,Qualification,320000,9/15/2024,35,Sarah Johnson,sjohnson@company.com,Metropolitan University,Education,Jennifer Adams,IT Director,jadams@metrouniversity.edu,555-789-3456,5/7/2024,5/14/2024,Campus Visit,3-year IT support contract for main and satellite campuses,New Business,Referral,NE,64696,Net 60
6620,OPP-2024-0096,Coastal Water District Management,Perception Analysis,345000,1/10/2025,20,Alex Rodriguez,arodriguez@company.com,Coastal Water District,Utilities,Sarah Brown,Operations Director,sbrown@coastalwater.gov,555-678-2345,6/20/2024,6/25/2024,Initial Assessment,Water utility management and monitoring system,New Business,RFP,OR,74721,Net 45
6621,OPP-2024-0050,Horizon Energy Monitoring Solution,Needs Analysis,255000,9/20/2024,35,David Martinez,dmartinez@company.com,Horizon Energy Corporation,Energy,Michelle Wong,Operations Manager,mwong@horizonenergy.com,555-012-6789,5/15/2024,5/20/2024,Requirements Analysis,Energy usage monitoring and optimization system,New Business,Industry Event,PA,33815,Net 45
6622,OPP-2024-0076,Eastern Insurance Policy System,Perception Analysis,295000,12/15/2024,20,Alex Rodriguez,arodriguez@company.com,Eastern Insurance Group,Insurance,Michelle Thompson,Operations Director,mthompson@easterninsurance.com,555-678-2345,5/28/2024,5/30/2024,Discovery Workshop,Policy management system with customer portal,New Business,Cold Call,MD,36812,Net 45
6623,OPP-2024-0047,University Research Database,Value Proposition,165000,10/5/2024,40,Sarah Johnson,sjohnson@company.com,University Research Foundation,Education,William Chen,Research Director,wchen@universityresearch.edu,555-789-3456,5/15/2024,5/18/2024,Capability Demo,Research database with collaboration tools for multi-institution projects,New Business,Conference,NY,52791,Net 60
6624,OPP-2024-0046,Coastal Shipping Terminal Management,Perception Analysis,275000,11/10/2024,20,Alex Rodriguez,arodriguez@company.com,Coastal Shipping Inc.,Transportation,Maria Gonzalez,Terminal Manager,mgonzalez@coastalshipping.com,555-678-2345,5/20/2024,5/22/2024,Site Assessment,Terminal management system for shipping operations,New Business,LinkedIn,FL,60362,Net 45
6625,OPP-2024-0090,Grand Hotel Group Property Management,Needs Analysis,295000,11/20/2024,30,David Martinez,dmartinez@company.com,Grand Hotel Group,Hospitality,Sarah Brown,Operations Director,sbrown@grandhotelgroup.com,555-012-6789,6/15/2024,6/18/2024,Site Assessment,Property management system for luxury hotel chain,New Business,Industry EventOPP-2024-0071,VA,96717,1% 15 Net 30
6626,OPP-2024-0036,Highland Brewery Production Management,Perception Analysis,175000,10/20/2024,15,Alex Rodriguez,arodriguez@company.com,Highland Brewery,Food & Beverage,Daniel Murphy,Production Manager,dmurphy@highlandbrewery.com,555-678-2345,5/18/2024,5/20/2024,Discovery Session,Production management and inventory control system,New Business,Trade Show,NC,45600,2% 10 Net 30
6627,OPP-2024-0003,Meridian Financial Services Upgrade,Proposal/Price Quote,210000,6/15/2024,60,Michael Chang,mchang@company.com,Meridian Financial Services,Financial Services,Jennifer Lawson,COO,jlawson@meridianfs.com,555-345-6789,4/15/2024,5/12/2024,Executive Presentation,Upgrading existing infrastructure to enterprise tier with added security features,Upgrade,Referral,IN,21304,2% 10 Net 30
6628,OPP-2024-0045,Summit Manufacturing Automation,Negotiation/Review,325000,7/20/2024,85,David Martinez,dmartinez@company.com,Summit Manufacturing Inc.,Manufacturing,Richard Lee,Production Director,rlee@summitmanufacturing.com,555-567-1234,4/25/2024,5/15/2024,Contract Details,Factory automation system for production line,New Business,Trade Show,VT,81631,Net 45
6629,OPP-2024-0063,Central State University IT Infrastructure,Proposal/Price Quote,425000,9/5/2024,60,Michael Chang,mchang@company.com,Central State University,Education,Jennifer Lee,IT Director,jlee@centralstate.edu,555-345-9012,5/10/2024,5/24/2024,Budget Committee,IT infrastructure upgrade for main campus,New Business,Education Conference,KS,49306,Net 60
